"author","canonicalUrl","country","fullText","fullTextChars","guid","imageUrl","language","publishedAt","query","resolved","scrapedAt","source","sourceDomain","sourceName","summary","title","url"
,"https://thehindu.com/news/cities/chennai/two-killed-three-injured-as-stray-cattle-trigger-vehicle-crash-near-guduvanchery/article70420144.ece",,"Two motorcyclists died and three women were seriously injured in a collision of more than two vehicles caused by stray cattle near Guduvanchery on Friday night.
The accident occurred on the Mannivakkam–Adhanur Road, linking the Vandalur–Walajabad Road and the Guduvanchery–Madambakkam Road. Police said a private company van, travelling at high speed, struck two cows that suddenly crossed the road near Adhanur. The van veered out of control and crashed into a goods auto rickshaw and two motorcycles.
One of the deceased was Rajkumar, 52, of Adhanur, was an Assistant Engineer with the Tamil Nadu Electricity Board in Adyar. He was returning home after picking up his daughter from Guduvanchery when the van, coming from the opposite direction, hit their motorcycle. Rajkumar died instantly, while his daughter is undergoing treatment for serious injuries at a private hospital in Potheri.
The other victim was Venkatesan, 58, of Madambakkam, who was riding with his wife Savitha, 48. Venkatesan died on the spot, while Savitha sustained serious injuries and has been admitted to a private hospital. Another woman, Mythili, who was walking along the road, was also hit by the van and is being treated in the intensive care unit at the Tambaram Government Hospital. The cows also died due to the accident.
Published - December 21, 2025 12:53 am IST","1349","CBMi3gFBVV95cUxOb0lNUC1PYWZZdG5rNTJOLVhBT0dyczBqTnhKNVlicklVQzVlRDNCY1BGY0RzUF9PMGRabE9pYWF0YlRFdGdEMkJsRHRPb01sVnBuak1KZHBldExKdGhvVHdJYXUxYzN3SUhPMlJXRUJ4YVpTck9VSmpGY1BXaHNneVJiNWNoUEdiNVR4c1J0c2wtclZEZTdobWhJdkVJZE01NF9waDBIa1FjeEVBZVk2cjNXRjVzdHY2SVRHaUhlN25uTFdyWlF4ZVZTRzJQZlE1cEZaME9Nbm1GdGNOU1HSAeQBQVVfeXFMTmxoZ0VqSjgxX2hYMDh1bWJPY2w2ZjRlVzhLYklnSHNkeW1TaU9DT1hJaDk5S0hyNVI5bUVJczM5OF9EMGdjc0NIQkdGVVkzN2d4cEg2b3duaVZoU3JERFFfd0h1Mmc4TUlGZHhBc3RfbDV2TFZFRzVLZjVYOE05NVBFUmdOYjk5UXg1Q0pqSFU1MGxpR1RIX19wbWNuQVljSExUckhHRjBTVlpkb0FKRTdCWTljMWtzUWI0V1RCTWpsTEpIOXZsbWQzeklHRHV4TXlTOWRGT3ZBYU9raHVqbEJVMlRN","",,"2025-12-21T08:00:00+00:00","""two killed"" accident ""Tamil Nadu"" after:2024-12-31 before:2026-01-01","true","2026-09-24T18:50:35.343646+00:00","google-news","thehindu.com","The Hindu","Two killed, three injured as stray cattle trigger vehicle crash near Guduvanchery The Hindu","Two killed, three injured as stray cattle trigger vehicle crash near Guduvanchery - The Hindu","https://www.thehindu.com/news/cities/chennai/two-killed-three-injured-as-stray-cattle-trigger-vehicle-crash-near-guduvanchery/article70420144.ece"
,"https://newindianexpress.com/states/tamil-nadu/2025/May/31/two-killed-one-injured-in-accident-near-tamil-nadus-panagudi",,"TIRUNELVELI: Two persons, including the driver of a car, were killed and another injured in an accident after the four-wheeler hit a median and crashed into a mini truck and a goods vehicle near Panakudi around 1.30 pm on Friday.
Sources said the car driver -- Raju Lal Bright (55), headed to Tirunelveli from Nagercoil -- lost control of his vehicle near Panakudi and hit a median, resulting in the four-wheeler veering off to the opposite lane and crashing into the mini truck and the goods vehicle.
While Raju died on the spot, the driver of the mini truck -- whose identity has not been ascertained yet -- was rushed to the Government Hospital in Asaripallam, where he later died, not responding to treatment, said sources. Meanwhile, the driver of the goods vehicle, Ramkumar (36), suffered grievous injuries and has been receiving treatment at a hospital. Panakudi police registered a case and initiated a probe.","918","CBMiwAFBVV95cUxOUHNVUlBHS0xSU3lKcGZ4eElPQnRKNmx3bVVnMW5GcDF6LVhCaDl0Y09PR0F4Q3liZldIY2hZVHBVdGZaVGZEOWtTZnZHbGhVb2JTSGQxMS1OeDNzR0g0RUR0UVpiakEyZ2JUaHB4cFVHeGhEU2dRYk9xcUNTRHNlYmhlZ0RKRkZaVHEtU0Z3WGVMd0E0RWpjUUYtcmxmVk5LXzlIQlJOWHY3bEFfZnJBOTRtWlRXZTBjbkF0ekxBRlLSAc4BQVVfeXFMTTNUWk5DbXI0RnFFbDFYeGt6TkhVYXZLVldNNUFMWGtfVE5INm1xWFd0eHhIOUxmTWc0cXJGQ2ROYWk5MEFiS1M2Slg0cjB3T2hTR3M1SDBKRDJ1OHZzZmo2OUlaWjZ1aDhEUnZ3LVZxYldWUEdFc29nNHlsckNDRjJFMWdPU1dwUEd0LUppSFNxUzdmTWFzWUhRWlhoT3V5TUVYWXk3emRwWDc5NF9ZNFFjRWprdmdQaTNJSTFyeHU1dTFNbnlWMWtZalQ3dnc","",,"2025-05-31T07:00:00+00:00","""two killed"" accident ""Tamil Nadu"" after:2024-12-31 before:2026-01-01","true","2026-09-24T18:50:35.343722+00:00","google-news","newindianexpress.com","The New Indian Express","Two killed, one injured in accident near Tamil Nadu's Panagudi The New Indian Express","Two killed, one injured in accident near Tamil Nadu's Panagudi - The New Indian Express","https://www.newindianexpress.com/states/tamil-nadu/2025/May/31/two-killed-one-injured-in-accident-near-tamil-nadus-panagudi"
,"https://dtnext.in/news/tamilnadu/tamil-nadu-two-killed-in-accident-in-virudhunagar-834094",,"MADURAI: Two people were killed in an accident when a van rammed into a two-wheeler in Virudhunagar's Rajapalayam on Sunday.
The accident occurred at Kovai Nachiyarpuram post on the Rajapalayam-Sankarankoil road.
The deceased were identified as Veeralakshmi (50), wife of Vairamuthu, Murambu in Rajapalayam and her grandson Kamalesh (10).
A van hit the rear end of the bike driven by Vairamuthu, after the driver lost control of the van. Both the victims succumbed to injuries on the spot, sources said.
Vehicular traffic was affected for some time until the accident site was cleared. Rajapalayam South police inspected the site and held enquiries.
Based on a complaint, a case has been registered against Mayaperumal (31), the van driver, sources said.","754","CBMimAFBVV95cUxQT1EySm8tdFRXX2ZaZmxVb3phZVRCdUp4ckJQZzgyTklnNkY5OFZtWm1qaklHSXotS3k5UXVoWHpIeG1EWDJ2TDkwS1VNNl9PdzRUOF92bzRJZVg5dEp0dGVLdGF4UlFNZVp6NUEwRVI3RGg1bG9RNGhrZ0FHdkFrT1B5clBIODBMSTVNOThmSXpZSlVvRDlRVtIBpgFBVV95cUxOT3VVSDdyTjBLeXpsTjliSWJUeHg5MHlBMGs3dVlBZnJEaHcxLTA4THl3MDR2NkRxVjF4R21MZzYyY2NWZFZJUFg0dllMVUVhY1Vwb2FJeVFZVEU5TTNTSUdXSlZ0UDB4MGxib09aaXUyT2plTU9qNEJ3RzQzMzgzNU5LS1hLQ0czOWRiTHp1dkhsdjdIMUI1UFdEMkpGcVFLbWU5aFNR","",,"2025-05-18T07:00:00+00:00","""two killed"" accident ""Tamil Nadu"" after:2024-12-31 before:2026-01-01","true","2026-09-24T18:50:35.343776+00:00","google-news","dtnext.in","DT Next","Tamil Nadu: Two killed in accident in Virudhunagar DT Next","Tamil Nadu: Two killed in accident in Virudhunagar - DT Next","https://www.dtnext.in/news/tamilnadu/tamil-nadu-two-killed-in-accident-in-virudhunagar-834094"
,"https://thehindu.com/news/cities/Coimbatore/two-killed-in-accidents-in-salem-and-namakkal/article70384271.ece",,"Two persons were killed in separate accidents in Salem and Namakkal districts on Thursday (December 11, 2025).
The deceased was identified as S. Muthukrishnan (29), a resident of Nallur Kandampalayam near Tiruchengode in Namakkal district, a private bank employee.
On Wednesday night around 11 p.m., Muthukrishnan and his friend Sivanandam (29), a resident of Rasipuram, were heading to Rasipuram on a two-wheeler and Muthukrishnan rode the vehicle. When they reached near Elachipalayam police station, the two-wheeler collided with a lorry that was parked on the roadside.
In the accident, the duo sustained grievous injuries and Muthukrishnan died on the spot. Sivanandam was admitted to a private hospital in Salem and his condition is said to be critical. The Elachipalayam police registered a case and are investigating further.
Likewise, Gowtham (33), a resident of Chennai, who was a photographer, came to Tiruppur to attend a wedding, along with his friends on Wednesday (December 10, 2025). They were heading back to Chennai by car and in the early hours of Thursday, while they reached the Magudanchavadi flyover on the Salem-Coimbatore National Highway, the car collided with a lorry that went in front of the car. In the accident, Gowtham died on the spot and four persons sustained injuries and were admitted to a private hospital in the locality. The Magudanchavadi police registered a case.
Published - December 11, 2025 07:38 pm IST","1448","CBMiswFBVV95cUxQTklvSU11M3VqZ04zQWMxckEtNER2LUIxWWFJUWVnUFUzMnZfWGVMZnVudTE4bHNlbmVwQjRFczdHVUxiQzlzUzNJUjNHSm1Mc3NUM2FSLTNMMUhRQ2ZSVTIxOWY3a2xWTkVJSWZkQ2QzeUZudHRjUlJsX1oyWmt5ZWNNbEFwcFRIRnNNWkp0MjZGTGV4MmppWndlaGk0M2taX3NaS0JHbEtIbHNCenNQeFRLTdIBugFBVV95cUxNY1g3TVNNRU1sY0hIWlBiZFNHdWRsSEx3MHlTeUlwZmxYejNidTJTMmtGdFE5ZkVZcUQ2RFVySVBFNzh1bGhRUU96Zi15VkRDWEtXcVlmQ3BtUm5sZkRTSG9OdjBzcGYtbWsxWGFiRm1JOVlSdDJtY1VhR1YwSTY4blZWOGgwX3RNRVJQYjd5ZS1kenllekVSUFgtUXI5aEpLbExKZ2lZdmxremlqSER1VVRLYXMzMVY0THc","",,"2025-12-11T08:00:00+00:00","""two killed"" accident ""Tamil Nadu"" after:2024-12-31 before:2026-01-01","true","2026-09-24T18:50:35.343824+00:00","google-news","thehindu.com","The Hindu","Two killed in accidents in Salem and Namakkal The Hindu","Two killed in accidents in Salem and Namakkal - The Hindu","https://www.thehindu.com/news/cities/Coimbatore/two-killed-in-accidents-in-salem-and-namakkal/article70384271.ece"
,"https://thehindu.com/news/national/tamil-nadu/two-killed-in-road-accident-near-arani/article69199187.ece",,"Two agricultural labourers were killed after a Karnataka State Road Transport Corporation bus (KSRTC) collided with the two-wheeler in which they were travelling at Ariyapadi village near Arani on Sunday.
Police said the deceased had been identified as C. Gopi, 35, and S. Ganesh, 38. They belong to Kilnagar village near Arani. Initial inquiry revealed that N. Santhosh, 48, the driver of the KSRTC bus, lost control of the vehicle and hit the two-wheeler. Both died on the spot. The bus, which had around 40 devotees mostly women, was returning from Melmaruvathur Adhiparasakthi temple to Bengaluru.
Passersby and other motorists alerted Arani taluk police, who rushed to the spot. As residents gathered against rash driving, the bus driver fled the spot. Bodies of the deceased were shifted to Government Medical College and Hospital in Tiruvannamalai town for post-mortem. A case was registered. Special teams have been formed to nab the bus driver.
Published - February 09, 2025 06:51 pm IST","996","CBMirAFBVV95cUxPOW4wZEtTSUlxOThDY1JrR3ZBd0VSZGYyXzdPeGRST3hQNjRHN0FodDJrU0ZZZFdWaWtNR2lrSU1TU05CSU1uZ1NUZzZtRi1XbnF1RTl1NGNlSGVTaTdYSmVfY3BMLUswUnNvRWNsZ2w2OWFqWnZPR0x5TS1IdXFHcUZDYjRRSFFWSWctMlVvcEg3WTVuVEMwLWFVNWZqdHRFN09YVTl5SlFjVjFu0gGzAUFVX3lxTE15SlViTW5PZUlKNmVGNDhlbWpHX1Z2cmFtVVB4WG1mcUhfRkU2TEk0d2dqc2dHcXpqaWRrSzN2NGswZVNIQ1NlZm54STl5S042Vk1IWGgzMktFeExfaUs3Q2dpRFJ0V0M1V1N4eHJidTRYUkZPbGFrR1c1UFdiSXdrNWktOEdseUg5N25EZDFIeVNfRDhYbEhyc1FrbWtwOEZwQnR2SW0yamxKSnIzemJvSnFz","",,"2025-02-09T08:00:00+00:00","""two killed"" accident ""Tamil Nadu"" after:2024-12-31 before:2026-01-01","true","2026-09-24T18:50:35.343866+00:00","google-news","thehindu.com","The Hindu","Two killed in road accident near Arani The Hindu","Two killed in road accident near Arani - The Hindu","https://www.thehindu.com/news/national/tamil-nadu/two-killed-in-road-accident-near-arani/article69199187.ece"
,"https://thehindu.com/news/national/karnataka/two-killed-as-bus-from-sangli-to-tamil-nadu-overturns-in-haveri-district-of-karnataka/article69950440.ece",,"Two persons, including a girl, were killed on the spot when a private bus overturned near Motebennur in Haveri district of Karnataka on August 19.
The deceased have been identified as Arnavi (11) and 20-year-old Yash. Six others suffered grievous injuries, and have been admitted to a hospital.
The bus was heading from Sangli in Maharashtra towards Tamil Nadu with 36 passengers.
According to the police, the driver lost control while trying avoid hitting a car, which suddenly came in front of the bus. The bus hit the road divider and overturned.
The police and fire brigade personnel managed to pull out the passengers from the bus through the emergency exit. Injured passengers were rushed to Haveri district hospital.
Byadgi police have registered a case.
Published - August 19, 2025 12:18 pm IST","802","CBMi6gFBVV95cUxOWnBmUHVWeTRUanRpUE1GWnJSRENKVnNKRGZiWGh3TWt4R213WkdPb1p0b3RaRWYxenRlTjFMamRKdE1mRk96NFlXci0zdnFGTWpCWUZTTTE2MUUtUnZYdG5reFdxWVFBQlNCVzdjZmUza1ZNMF9SaGVOM1VqdGw0akhzWUxRYjdRTG0zX25Mc1l6ZW0wRlhndDZKSGZkV0xOYWFETDJrNWR2N0JNV0hzUDNYWnllTmFnbnBIYkdiLUFob3VvNFE0SUpNSHAzYnBCX1RTS1I4MU5vU3ZieFVVdnU3MUpRQng5bVHSAfABQVVfeXFMTnAxZTVSSUZQYTRVVXVZamRPMU1ZV0ZDRmhpUW03c2ZBdGFsd3NfbGVCVUVraWdHNmdQMXJfemFQRE5ZdkpwS3RHOFF5NDZTOG1LX0lxc1F6TGhRNmNmVENtS04zRm50c3JyXzVta0dhX0liMUU2WC0wZk1mLWFHOHg5aXNkekIyV25oLS01Yk53b0kyQWZOVjBEZ004eDhLVFYwTmhFeS04Zjk2QXZrM05qdm5vVkFVVjZ0Tkd2dmZXb3VaZFZwVm1ObE5oOHpqMko1ZVhnQzRTWGtmRXpjSFBoQWZ6SEhtYzI0VmRwWEFM","",,"2025-08-19T07:00:00+00:00","""two killed"" accident ""Tamil Nadu"" after:2024-12-31 before:2026-01-01","true","2026-09-24T18:50:35.343910+00:00","google-news","thehindu.com","The Hindu","Two killed as bus from Sangli overturns in Karnataka The Hindu","Two killed as bus from Sangli overturns in Karnataka - The Hindu","https://www.thehindu.com/news/national/karnataka/two-killed-as-bus-from-sangli-to-tamil-nadu-overturns-in-haveri-district-of-karnataka/article69950440.ece"
,"https://thehindu.com/news/national/karnataka/two-killed-in-separate-road-accidents-in-bengaluru/article70422807.ece",,"Two men died in separate road accidents in the city since Saturday night.
In the first incident, a 31-year-old software engineer was killed after losing control of his speeding motorcycle and skidding on Hulimavu Lake Road in the early hours of Sunday. The accident occurred near the Kodandarama Swami Temple.
The deceased has been identified as Muniswami, a resident of Kammanahalli and a native of Dharmapuri district in Tamil Nadu.
According to the police, around 1.30 a.m., Muniswami was returning home after meeting a friend when he lost control of his bike, fell off, and suffered severe injuries. Passers-by rushed him to a nearby hospital, where doctors declared him brought dead. The Hulimavu Traffic Police have registered a case.
In another incident, a 32-year-old man died after a two-wheeler he was riding hit a road hump and he was thrown off the vehicle. The accident took place near the Sulikunte bus stop on Sarjapura Main Road on Saturday night.
The deceased has been identified as Gopi Mohan, an audiologist from Vellore district in Tamil Nadu. Police said Mohan had come to Bengaluru for work and had been staying at Thayyakannahalli for the past two days. He had rented a two-wheeler for commuting.
Around 9.30 p.m., while returning after finishing work, Mohan was reportedly riding at a high speed and failed to notice a road hump near the Sulikunte bus stop, causing him to lose balance and fall. He was rushed to a nearby hospital, where he later succumbed to his injuries. The Whitefield Traffic Police have registered a case.
Published - December 21, 2025 07:25 pm IST","1594","CBMiuwFBVV95cUxNTEt5VHNTbnNsa0ZxVGpocFVTSXJoSTZja0RIODFLTW1zOWRvSU9xeXFtVHA2M2tBODI3VERiM1l5MUIwZnRfSlRMb2RTX0F2Uk5pWHdIWXVsSGZVWjR4ZFViZFpqWjdVOUZSSmp3bmgxajc3SUxOcUprZ2pyTmRtMHRxSDR2b25kdVc3M2RXa1pKcERHRWlleTg2M3ROV2EyekxOQVd2ZUZBMTdSX3Mtd21Oc2xIUHVQVXlJ0gHCAUFVX3lxTE1JWjdBRW1vdU1JZTBvRWlRajNoX3hGOHRnZXFJM3RRTW1RTmN2MW0xRjFpTHBOM0d2UnFCbmU2OEk0TFBIdUZNRWV3SkFiNjRLdy03YkdwaEI0TkdCUjViQm5tdG5lRlF1V0huS3FaT2NhbWxFQTQ3UVhCenBrZzIyUnpvSzRVdkJvT0IzYVZ0dkFGOTVmQm5lMEpPOV9MTThaalJPMVphZWM2Mzc0VGxFeEhDbXZDRTM3Um5yTUNJOVFR","",,"2025-12-21T08:00:00+00:00","""two killed"" accident ""Tamil Nadu"" after:2024-12-31 before:2026-01-01","true","2026-09-24T18:50:35.343950+00:00","google-news","thehindu.com","The Hindu","Two killed in separate road accidents in Bengaluru The Hindu","Two killed in separate road accidents in Bengaluru - The Hindu","https://www.thehindu.com/news/national/karnataka/two-killed-in-separate-road-accidents-in-bengaluru/article70422807.ece"
,"https://thehindu.com/news/national/tamil-nadu/woman-killed-five-injured-in-road-accident-in-tiruvannamalai/article69668740.ece",,"A 55-year-old woman was killed in a collision between a two-wheeler and an SUV at Arasur village near Vandavasi on Chetpet Koot Road on Saturday.
The deceased was identified as B. Jothi, 55, from Arani town. According to initial investigations, Jothi and her husband, S. Balu, 58, a farmer, were riding a two-wheeler back home after attending a funeral near Vandavasi when their vehicle was hit by an SUV driven by S. Karthik, 34, from Chennai, who lost control of the vehicle.
Police said Karthik was returning to Chennai along with three of his family members when the accident occurred. In the impact, Balu and Jothi were thrown out of the vehicle. Jothi died on the spot while others including Balu and Karthik were injured.
Other motorists and passersby rescued the injured persons. They also alerted Ponnur police, who rushed to the spot. Injured persons were admitted at Government Taluk Hospital in Vandavasi before they were referred to Government Medical College Hospital in Chengalpattu where the condition of them is stable. A case was registered. A probe is under way.
Published - June 07, 2025 08:45 pm IST","1120","CBMiygFBVV95cUxOYjFvX2ZhczZUVlNRajl6dUVPVDUzVHJ3QllDRTFxY0xueVQwMUY5TFVvMXJBeVZCWHdCT3lxbVFCM3FKd09iR0NKMG52eWstbjBMVkdaNW03V0xfQlU2TlMycGJIMkJLVVg4TC12dXNlSDRTN2VLQjI2cmNWRFcxTV9ST2p2RHRzSXpJMWdSLWIxNTNPaFlvRWVlNTNTNVlYT0FZZ2Y2c0gwM2RQMk9rOTRCYzhvRkVsQVJSQXQzWVczS1FVang5Wjd30gHQAUFVX3lxTE5FZFYzQ2dyT1QwLXpkMFduQmd5c2gyel9HRmstY0ZWYjNzUi1NaFdETFBUckdTUkR1WVp2bTlPU3Q3UVVsWUxTNk1wYnczOC02cV9MRVppaTFvWUNobnI4TXF1aWZHb3J3U2tmN3BiRjMyVUFpRnJvN2taanhTaWIxWENvV296MnpuM1VUazZUc3NvN2JiSzVKVjJCcFdMQ2JHdmx6aG80RVQ0VWV6UkdobVpYei1QbzgwT3p0b3pFVVBoRkVsUlRqTFJqMzgzZFo","",,"2025-06-07T07:00:00+00:00","""two killed"" accident ""Tamil Nadu"" after:2024-12-31 before:2026-01-01","true","2026-09-24T18:50:35.343992+00:00","google-news","thehindu.com","The Hindu","Woman killed, five injured in road accident in Tiruvannamalai The Hindu","Woman killed, five injured in road accident in Tiruvannamalai - The Hindu","https://www.thehindu.com/news/national/tamil-nadu/woman-killed-five-injured-in-road-accident-in-tiruvannamalai/article69668740.ece"
,"https://thehindu.com/news/cities/Madurai/two-killed-in-road-accident-near-vedasandur/article69851645.ece",,"Two persons were killed in a road accident near Vedasandur in Dindigul district on Thursday after a lorry rammed into a van from behind. The van was carrying farmers from Theni district.
According to the police, on the occasion of Aadi Amavasai, around 20 farmers from Poosari Kavundanpatti in Theni district were on their way to Natrayan Swamy temple in Vellakovil in Erode district in a van.
The van was near Ayyarmadam on the Dindigul-Karur Highway when van driver Ranjith Kumar attempted to stop the vehicle in front of a bakery for tea and snacks. A lorry coming from behind rammed into the van. The van driver Ranjith Kumar and a farmer Vasagar were killed in the accident.
The injured farmers were rushed to the Vedasandur Government Hospital for treatment and were later admitted to the Dindigul Government Medical College Hospital for further treatment. The Vedansadur police have registered a case and are investigating.
Published - July 24, 2025 09:04 pm IST","969","CBMirAFBVV95cUxQN1g0VmoxQ1pIMmZ3OXh5S2Z3RlQ4X21wdlpaZ0lXVHhQV25COG5xYnoxNlZNV3JfLW12VnRGekROREcxbzJVNDVXRkhMUFM1ZF9xOFNpcmlNRkpYbVIxSDRpV0FtUm5heTBPaTdTQmhubUNhcmNaZHlQb2FuUEZzRWotTVNaLUVkMWh6bm9KSzJHZVVhZ3lXSTQ3ZzFpS2lRQWVjZjAtS3h3YTc20gGzAUFVX3lxTE5mTFRGYms4Y0Q5Z0pRRWxhUkhpYWtrVWVwYkFmR2lfaDVoeU9wOVR3RVhkWnZCY2I2WWVObnZudjBPWWZyZ0d3QWhzMTJGNVB0SjFEaXByQnFzUV9TZnlMN2ZIenU2NmNaWG9jZHVzdUF2QVlONDBDdkpVTHdqQW5PUjBIeWxicnlPWXA5ZHh3VURsVkhSLUNtTDVGSzBwM0c3ZkdBekV2TjdiSUdKdHAycUln","",,"2025-07-24T07:00:00+00:00","""two killed"" accident ""Tamil Nadu"" after:2024-12-31 before:2026-01-01","true","2026-09-24T18:50:35.344054+00:00","google-news","thehindu.com","The Hindu","Two killed in road accident near Vedasandur The Hindu","Two killed in road accident near Vedasandur - The Hindu","https://www.thehindu.com/news/cities/Madurai/two-killed-in-road-accident-near-vedasandur/article69851645.ece"
,"https://thehindu.com/news/national/tamil-nadu/two-killed-after-lorry-overturns-near-gudiyatham/article70443232.ece",,"A 45-year-old woman was among two persons who were killed in a road accident after a poultry feed-laden lorry overturned on a hilly road at Sainagunda village near Gudiyatham town in Vellore on the Tamil Nadu - Andhra Pradesh border on Saturday.
Police said the deceased were identified as K. Devi, a dairy farmer in Sainagunda village near Gudiyatham, and Mohammed Inayatullah, 56, a lorry driver from Andhra Pradesh.
Initial inquiry revealed that Inayatullah loaded around 15 tonnes of poultry feed from a farm in Palamaner village near Chittoor in A.P onto the lorry to go to the poultry farm in Thirukovilur town. He was driving on a steep hill road in the remote Sainagunda village when he saw cowherd Devi, who was taking her cows for grazing.
Police said that as he tried to steer the wheels away from the cows, he lost control of the vehicle that then overturned on the carriageway. Lorry driver Inayatullah and Devi was killed on the spot.
Immediately, other motorists and passersby alerted Gudiyatham Taluk police, who rushed to the spot. They sent the bodies to Government Taluk Hospital in Gudiyatham for postmortem. The mangled lorry was removed from the carriageway to restore traffic movement on the route. A case was registered. A probe is under way.
Published - December 27, 2025 07:18 pm IST","1309","CBMiugFBVV95cUxQZjZMOGtUeWdaMWszeDlaUHNaUnNiYVZCSHNQMWZ4UWxpSDh2eWdKUDdHcGQwTlhwTzNXbUZqRzAxTGxrQlpvc1FTOVItVmNaWGtwdzE0X1FNNG5nV1lfMFVMSjZlM3RTZGoxSGFnZTJhY2NqSTlWaEVpcUphY3V3YnFDcFZvSzlvVkl0Mm5jWHpmVnBUclU2SkNpeDRVZy12OFo3Qm1TazNBMXNrLTVzSWpyR3JSYVNDVnfSAcABQVVfeXFMUGlUWTgtSUdKLUpkUTExdHhFM3g0Q0RHNHFJZS1jMWwwZkt0ZGUtTFBRTWZhVXJ3V3B1eVhKb212UWFPeXdQWldxUksxaW1pbGJabnhTYmlFeTE4WFBMLXpyaFM4a1psbm50dGVoTDZyMXYzT2ZNMkZWN3dNcUJ4YVNCbXoxTEt2Q3hMODRVM2VoZTRRUU9pZkdhYmkyUG9DbnViemhQTDVBajNYQno2NnpzelJ6alIxdXlTakxqYTkt","",,"2025-12-27T08:00:00+00:00","""two killed"" accident ""Tamil Nadu"" after:2024-12-31 before:2026-01-01","true","2026-09-24T18:50:35.344141+00:00","google-news","thehindu.com","The Hindu","Two killed after lorry overturns near Gudiyatham The Hindu","Two killed after lorry overturns near Gudiyatham - The Hindu","https://www.thehindu.com/news/national/tamil-nadu/two-killed-after-lorry-overturns-near-gudiyatham/article70443232.ece"
